
Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=1024
CHECKPOINT_EVERY=100
DEV_SAMPLE_PERCENTAGE=0.1
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=128
EVALUATE_EVERY=100
FILTER_SIZES=2,3,4,5,6
L2_REG_LAMBDA=0.0
LOG_DEVICE_PLACEMENT=False
NEGATIVE_DATA_FILE=./data/rt-polaritydata/rt-polarity.neg
NUM_CHECKPOINTS=5
NUM_EPOCHS=200
NUM_FILTERS=128
POSITIVE_DATA_FILE=./data/rt-polaritydata/rt-polarity.pos

Loading data...
636 max_document
(10002, 636)
Train/Dev split: 9002/1000
Number of Class: 3
Writing to /home/g/grad/xinhao/IE_Project/runs/1494271488

2017-05-08T15:25:42.555426: step 1, loss 2.92102, acc 0.179688
2017-05-09T01:49:31.605588: step 736, loss 0.302434, acc 0.883789
2017-05-09T01:50:23.535971: step 737, loss 0.304811, acc 0.923828
2017-05-09T01:51:04.480768: step 738, loss 0.309491, acc 0.924691
2017-05-09T01:51:56.513079: step 739, loss 0.276858, acc 0.916992
2017-05-09T01:52:48.438393: step 740, loss 0.296845, acc 0.894531
2017-05-09T01:53:40.255811: step 741, loss 0.307927, acc 0.921875
2017-05-09T01:54:32.598830: step 742, loss 0.296062, acc 0.944336
2017-05-09T01:55:24.502617: step 743, loss 0.292704, acc 0.913086
2017-05-09T01:56:16.588128: step 744, loss 0.291417, acc 0.901367
2017-05-09T01:57:08.963146: step 745, loss 0.272888, acc 0.94043
2017-05-09T01:58:01.400262: step 746, loss 0.287073, acc 0.936523
2017-05-09T01:58:42.703720: step 747, loss 0.28086, acc 0.940741
2017-05-09T01:59:34.697728: step 748, loss 0.288077, acc 0.922852
2017-05-09T02:00:26.581353: step 749, loss 0.284538, acc 0.922852
2017-05-09T02:01:18.590500: step 750, loss 0.283098, acc 0.926758
2017-05-09T02:02:10.730045: step 751, loss 0.279896, acc 0.935547
2017-05-09T02:03:02.911471: step 752, loss 0.273137, acc 0.923828
2017-05-09T02:03:54.870769: step 753, loss 0.275884, acc 0.928711
2017-05-09T02:04:46.907358: step 754, loss 0.290834, acc 0.935547
2017-05-09T02:05:38.700523: step 755, loss 0.271412, acc 0.938477
2017-05-09T02:06:19.828439: step 756, loss 0.308161, acc 0.896296
2017-05-09T02:07:11.639498: step 757, loss 0.297285, acc 0.923828
2017-05-09T02:08:03.462813: step 758, loss 0.284183, acc 0.938477
2017-05-09T02:08:55.333489: step 759, loss 0.276693, acc 0.925781
2017-05-09T02:09:47.248860: step 760, loss 0.276898, acc 0.912109
2017-05-09T02:10:39.290789: step 761, loss 0.276743, acc 0.938477
2017-05-09T02:11:31.307310: step 762, loss 0.272235, acc 0.941406
2017-05-09T02:12:22.886739: step 763, loss 0.29302, acc 0.902344
2017-05-09T02:13:14.775070: step 764, loss 0.279418, acc 0.93457
2017-05-09T02:13:55.977404: step 765, loss 0.279799, acc 0.94321
2017-05-09T02:14:47.755685: step 766, loss 0.253368, acc 0.945312
2017-05-09T02:15:39.834002: step 767, loss 0.301786, acc 0.879883
2017-05-09T02:16:31.603304: step 768, loss 0.277353, acc 0.929688
2017-05-09T02:17:23.543448: step 769, loss 0.314247, acc 0.936523
2017-05-09T02:18:15.515566: step 770, loss 0.245318, acc 0.953125
2017-05-09T02:19:07.399358: step 771, loss 0.317293, acc 0.875
2017-05-09T02:19:59.207040: step 772, loss 0.282763, acc 0.922852
2017-05-09T02:20:51.085570: step 773, loss 0.292146, acc 0.94043
2017-05-09T02:21:32.152227: step 774, loss 0.276857, acc 0.939506
2017-05-09T02:22:24.180738: step 775, loss 0.279468, acc 0.882812
2017-05-09T02:23:16.404717: step 776, loss 0.26161, acc 0.929688
2017-05-09T02:24:08.296125: step 777, loss 0.279822, acc 0.942383
2017-05-09T02:25:00.136535: step 778, loss 0.267313, acc 0.938477
2017-05-09T02:25:51.819507: step 779, loss 0.269961, acc 0.926758
2017-05-09T02:26:43.535863: step 780, loss 0.263445, acc 0.9375
2017-05-09T02:27:35.822308: step 781, loss 0.258604, acc 0.948242
2017-05-09T02:28:27.597265: step 782, loss 0.271924, acc 0.938477
2017-05-09T02:29:08.746812: step 783, loss 0.28643, acc 0.923457
2017-05-09T02:30:00.897446: step 784, loss 0.263323, acc 0.939453
2017-05-09T02:30:52.581388: step 785, loss 0.261634, acc 0.948242
2017-05-09T02:31:44.205305: step 786, loss 0.290699, acc 0.891602
2017-05-09T02:32:36.386325: step 787, loss 0.249578, acc 0.946289
2017-05-09T02:33:28.166880: step 788, loss 0.270099, acc 0.947266
2017-05-09T02:34:19.908986: step 789, loss 0.264216, acc 0.938477
2017-05-09T02:35:11.762971: step 790, loss 0.280578, acc 0.911133
2017-05-09T02:36:03.652062: step 791, loss 0.266574, acc 0.953125
2017-05-09T02:36:44.885518: step 792, loss 0.258836, acc 0.946914
2017-05-09T02:37:36.959667: step 793, loss 0.239871, acc 0.94043
2017-05-09T02:38:28.963013: step 794, loss 0.283103, acc 0.910156
2017-05-09T02:39:20.749921: step 795, loss 0.257005, acc 0.958984
2017-05-09T02:40:12.834435: step 796, loss 0.260487, acc 0.957031
2017-05-09T02:41:04.629782: step 797, loss 0.284283, acc 0.904297
2017-05-09T02:41:56.411756: step 798, loss 0.247691, acc 0.923828
2017-05-09T02:42:48.180269: step 799, loss 0.260148, acc 0.944336
2017-05-09T02:43:40.272112: step 800, loss 0.252659, acc 0.947266

Evaluation:
2017-05-09T02:43:58.876048: step 800, loss 0.592969, acc 0.756

2017-05-09T02:44:39.743448: step 801, loss 0.28833, acc 0.918519
2017-05-09T02:45:31.485797: step 802, loss 0.246632, acc 0.954102
2017-05-09T02:46:23.701533: step 803, loss 0.251563, acc 0.943359
2017-05-09T02:47:15.437851: step 804, loss 0.260203, acc 0.943359
2017-05-09T02:48:07.143374: step 805, loss 0.258136, acc 0.916016
2017-05-09T02:48:59.180312: step 806, loss 0.262654, acc 0.950195
2017-05-09T02:49:51.062297: step 807, loss 0.241628, acc 0.953125
2017-05-09T02:50:42.756240: step 808, loss 0.269493, acc 0.918945
2017-05-09T02:51:34.543561: step 809, loss 0.254642, acc 0.946289
2017-05-09T02:52:15.430796: step 810, loss 0.261496, acc 0.948148
2017-05-09T02:53:07.372403: step 811, loss 0.261271, acc 0.927734
2017-05-09T02:53:59.645047: step 812, loss 0.245181, acc 0.948242
2017-05-09T02:54:51.635693: step 813, loss 0.230149, acc 0.963867
2017-05-09T02:55:43.404678: step 814, loss 0.26818, acc 0.916016
2017-05-09T02:56:35.424513: step 815, loss 0.251705, acc 0.945312
2017-05-09T02:57:27.004378: step 816, loss 0.263875, acc 0.960938
2017-05-09T02:58:18.747241: step 817, loss 0.256644, acc 0.935547
2017-05-09T02:59:10.599811: step 818, loss 0.233022, acc 0.941406
2017-05-09T02:59:51.909593: step 819, loss 0.246048, acc 0.945679
2017-05-09T03:00:43.861261: step 820, loss 0.244998, acc 0.962891
2017-05-09T03:01:36.138364: step 821, loss 0.249067, acc 0.952148
2017-05-09T03:02:27.885261: step 822, loss 0.254569, acc 0.944336
2017-05-09T03:03:19.968255: step 823, loss 0.243107, acc 0.953125
2017-05-09T03:04:11.866169: step 824, loss 0.253256, acc 0.945312
2017-05-09T03:05:03.568283: step 825, loss 0.23796, acc 0.943359
2017-05-09T03:05:55.553454: step 826, loss 0.263798, acc 0.947266
2017-05-09T03:06:47.502471: step 827, loss 0.232661, acc 0.957031
2017-05-09T03:07:28.663440: step 828, loss 0.235575, acc 0.932099
2017-05-09T03:08:20.647935: step 829, loss 0.248305, acc 0.935547
2017-05-09T03:09:12.865002: step 830, loss 0.234495, acc 0.96582
2017-05-09T03:10:04.715651: step 831, loss 0.244073, acc 0.958008
2017-05-09T03:10:56.624102: step 832, loss 0.232332, acc 0.949219
2017-05-09T03:11:48.313874: step 833, loss 0.238744, acc 0.932617
2017-05-09T03:12:39.889465: step 834, loss 0.239684, acc 0.961914
2017-05-09T03:13:31.637278: step 835, loss 0.242248, acc 0.955078
2017-05-09T03:14:23.425401: step 836, loss 0.236545, acc 0.962891
2017-05-09T03:15:04.689679: step 837, loss 0.237031, acc 0.941975
2017-05-09T03:15:56.508177: step 838, loss 0.233713, acc 0.950195
2017-05-09T03:16:48.260537: step 839, loss 0.247519, acc 0.948242
2017-05-09T03:17:39.811353: step 840, loss 0.226841, acc 0.966797
2017-05-09T03:18:31.713185: step 841, loss 0.229172, acc 0.946289
2017-05-09T03:19:23.583426: step 842, loss 0.246685, acc 0.94043
2017-05-09T03:20:15.518072: step 843, loss 0.227078, acc 0.949219
2017-05-09T03:21:07.119090: step 844, loss 0.231218, acc 0.960938
2017-05-09T03:21:58.660028: step 845, loss 0.216767, acc 0.974609
2017-05-09T03:22:39.724510: step 846, loss 0.251876, acc 0.946914
2017-05-09T03:23:31.414685: step 847, loss 0.243876, acc 0.936523
2017-05-09T03:24:23.125113: step 848, loss 0.238009, acc 0.958008
2017-05-09T03:25:14.960036: step 849, loss 0.233481, acc 0.954102
2017-05-09T03:26:06.577325: step 850, loss 0.214915, acc 0.967773
2017-05-09T03:26:58.434433: step 851, loss 0.224869, acc 0.955078
2017-05-09T03:27:50.477530: step 852, loss 0.22477, acc 0.956055
2017-05-09T03:28:42.206166: step 853, loss 0.228242, acc 0.958984
2017-05-09T03:29:34.234825: step 854, loss 0.230283, acc 0.96875
2017-05-09T03:30:15.124966: step 855, loss 0.227706, acc 0.951852
2017-05-09T03:31:06.976841: step 856, loss 0.235894, acc 0.928711
2017-05-09T03:31:58.773175: step 857, loss 0.219448, acc 0.970703
2017-05-09T03:32:50.781663: step 858, loss 0.227079, acc 0.96875
2017-05-09T03:33:42.833922: step 859, loss 0.240395, acc 0.944336
2017-05-09T03:34:34.617547: step 860, loss 0.216233, acc 0.947266
2017-05-09T03:35:26.326125: step 861, loss 0.235722, acc 0.956055
2017-05-09T03:36:18.259308: step 862, loss 0.235801, acc 0.96582
2017-05-09T03:37:10.039224: step 863, loss 0.219035, acc 0.952148
2017-05-09T03:37:51.152497: step 864, loss 0.214701, acc 0.961728
2017-05-09T03:38:43.173853: step 865, loss 0.222698, acc 0.967773
2017-05-09T03:39:35.211054: step 866, loss 0.220657, acc 0.96582
2017-05-09T03:40:27.087556: step 867, loss 0.222291, acc 0.955078
2017-05-09T03:41:18.875343: step 868, loss 0.202692, acc 0.972656
2017-05-09T03:42:11.059747: step 869, loss 0.225587, acc 0.948242
2017-05-09T03:43:03.268328: step 870, loss 0.235897, acc 0.955078
2017-05-09T03:43:55.343140: step 871, loss 0.208292, acc 0.961914
2017-05-09T03:44:46.943285: step 872, loss 0.229077, acc 0.954102
2017-05-09T03:45:28.580656: step 873, loss 0.228309, acc 0.958025
2017-05-09T03:46:20.618055: step 874, loss 0.216055, acc 0.96582
2017-05-09T03:47:12.697165: step 875, loss 0.195028, acc 0.970703
2017-05-09T03:48:04.608529: step 876, loss 0.218811, acc 0.949219
2017-05-09T03:48:56.440723: step 877, loss 0.219687, acc 0.961914
2017-05-09T03:49:48.285892: step 878, loss 0.236663, acc 0.96582
2017-05-09T03:50:40.391565: step 879, loss 0.211042, acc 0.959961
2017-05-09T03:51:32.026643: step 880, loss 0.23149, acc 0.950195
2017-05-09T03:52:23.605858: step 881, loss 0.230018, acc 0.949219
2017-05-09T03:53:04.878411: step 882, loss 0.209822, acc 0.965432
2017-05-09T03:53:56.585365: step 883, loss 0.202409, acc 0.974609
2017-05-09T03:54:48.918018: step 884, loss 0.217941, acc 0.958008
2017-05-09T03:55:40.974164: step 885, loss 0.208095, acc 0.958984
2017-05-09T03:56:32.507252: step 886, loss 0.222708, acc 0.952148
2017-05-09T03:57:24.558659: step 887, loss 0.208141, acc 0.972656
2017-05-09T03:58:16.300261: step 888, loss 0.204134, acc 0.973633
2017-05-09T03:59:07.924030: step 889, loss 0.229695, acc 0.951172
2017-05-09T03:59:59.672487: step 890, loss 0.21219, acc 0.970703
2017-05-09T04:00:40.584249: step 891, loss 0.220442, acc 0.97284
2017-05-09T04:01:32.384377: step 892, loss 0.201341, acc 0.96582
2017-05-09T04:02:24.321617: step 893, loss 0.205791, acc 0.959961
2017-05-09T04:03:16.132615: step 894, loss 0.216553, acc 0.970703
2017-05-09T04:04:08.266305: step 895, loss 0.210725, acc 0.964844
2017-05-09T04:05:00.270404: step 896, loss 0.22949, acc 0.947266
2017-05-09T04:05:52.249706: step 897, loss 0.22041, acc 0.953125
2017-05-09T04:06:43.926116: step 898, loss 0.211933, acc 0.976562
2017-05-09T04:07:35.993994: step 899, loss 0.205254, acc 0.957031
2017-05-09T04:08:17.236395: step 900, loss 0.201304, acc 0.949383

Evaluation:
2017-05-09T04:08:35.812253: step 900, loss 0.591087, acc 0.759

2017-05-09T04:09:27.811543: step 901, loss 0.211417, acc 0.961914
2017-05-09T04:10:19.798308: step 902, loss 0.192414, acc 0.967773
2017-05-09T04:11:11.881480: step 903, loss 0.199086, acc 0.962891
2017-05-09T04:12:03.955230: step 904, loss 0.202215, acc 0.960938
2017-05-09T04:12:55.586561: step 905, loss 0.198287, acc 0.974609
2017-05-09T04:13:47.449381: step 906, loss 0.209121, acc 0.978516
2017-05-09T04:14:39.269846: step 907, loss 0.219677, acc 0.970703
2017-05-09T04:15:31.338515: step 908, loss 0.202909, acc 0.974609
2017-05-09T04:16:12.284414: step 909, loss 0.209051, acc 0.964198
2017-05-09T04:17:04.371519: step 910, loss 0.206205, acc 0.962891
2017-05-09T04:17:56.026757: step 911, loss 0.201043, acc 0.976562
2017-05-09T04:18:48.066190: step 912, loss 0.189232, acc 0.981445
2017-05-09T04:19:39.908292: step 913, loss 0.208096, acc 0.972656
2017-05-09T04:20:32.096755: step 914, loss 0.19423, acc 0.970703
2017-05-09T04:21:23.766472: step 915, loss 0.207407, acc 0.947266
2017-05-09T04:22:15.704055: step 916, loss 0.205142, acc 0.969727
2017-05-09T04:23:07.523371: step 917, loss 0.208764, acc 0.973633
2017-05-09T04:23:48.661293: step 918, loss 0.191706, acc 0.971605
2017-05-09T04:24:40.628675: step 919, loss 0.192319, acc 0.958984
2017-05-09T04:25:32.470212: step 920, loss 0.186486, acc 0.978516
2017-05-09T04:26:24.209005: step 921, loss 0.193315, acc 0.978516
2017-05-09T04:27:16.071081: step 922, loss 0.199984, acc 0.96875
2017-05-09T04:28:07.889373: step 923, loss 0.196093, acc 0.959961
2017-05-09T04:28:59.735345: step 924, loss 0.206203, acc 0.964844
2017-05-09T04:29:51.567933: step 925, loss 0.200298, acc 0.979492
2017-05-09T04:30:43.507512: step 926, loss 0.195252, acc 0.973633
2017-05-09T04:31:24.504585: step 927, loss 0.214203, acc 0.961728
2017-05-09T04:32:16.453463: step 928, loss 0.183675, acc 0.979492
2017-05-09T04:33:08.465828: step 929, loss 0.210561, acc 0.970703
2017-05-09T04:34:00.224508: step 930, loss 0.187779, acc 0.974609
2017-05-09T04:34:52.149340: step 931, loss 0.187593, acc 0.979492
2017-05-09T04:35:43.973616: step 932, loss 0.201088, acc 0.969727
2017-05-09T04:36:35.756190: step 933, loss 0.185829, acc 0.972656
2017-05-09T04:37:27.847677: step 934, loss 0.203572, acc 0.958008
2017-05-09T04:38:20.115816: step 935, loss 0.186609, acc 0.981445
2017-05-09T04:39:01.213834: step 936, loss 0.19906, acc 0.980247
2017-05-09T04:39:53.201309: step 937, loss 0.186056, acc 0.977539
2017-05-09T04:40:45.463379: step 938, loss 0.177455, acc 0.969727
2017-05-09T04:41:37.428450: step 939, loss 0.188854, acc 0.967773
2017-05-09T04:42:29.471541: step 940, loss 0.196046, acc 0.976562
2017-05-09T04:43:21.322023: step 941, loss 0.208688, acc 0.962891
2017-05-09T04:44:13.527103: step 942, loss 0.195517, acc 0.963867
2017-05-09T04:45:05.570968: step 943, loss 0.178534, acc 0.976562
2017-05-09T04:45:57.470519: step 944, loss 0.181759, acc 0.986328
2017-05-09T04:46:38.647534: step 945, loss 0.19741, acc 0.97284
2017-05-09T04:47:30.542745: step 946, loss 0.179578, acc 0.985352
2017-05-09T04:48:23.068084: step 947, loss 0.189873, acc 0.981445
2017-05-09T04:49:14.980605: step 948, loss 0.199971, acc 0.96875
2017-05-09T04:50:06.758195: step 949, loss 0.179709, acc 0.962891
2017-05-09T04:50:58.785597: step 950, loss 0.196587, acc 0.948242
2017-05-09T04:51:50.775167: step 951, loss 0.177717, acc 0.983398
2017-05-09T04:52:42.954840: step 952, loss 0.191918, acc 0.975586
2017-05-09T04:53:34.778490: step 953, loss 0.183601, acc 0.969727
2017-05-09T04:54:15.688260: step 954, loss 0.195135, acc 0.958025
2017-05-09T04:55:07.389971: step 955, loss 0.184128, acc 0.974609
2017-05-09T04:55:59.492450: step 956, loss 0.187685, acc 0.981445
2017-05-09T04:56:51.124286: step 957, loss 0.169247, acc 0.976562
2017-05-09T04:57:42.934065: step 958, loss 0.183387, acc 0.972656
2017-05-09T04:58:34.724183: step 959, loss 0.194112, acc 0.963867
2017-05-09T04:59:26.510448: step 960, loss 0.184006, acc 0.980469
2017-05-09T05:00:18.539521: step 961, loss 0.179347, acc 0.978516
2017-05-09T05:01:10.347331: step 962, loss 0.185427, acc 0.969727
2017-05-09T05:01:51.335371: step 963, loss 0.174849, acc 0.98642
2017-05-09T05:02:43.146095: step 964, loss 0.186331, acc 0.972656
2017-05-09T05:03:35.018242: step 965, loss 0.175214, acc 0.972656
2017-05-09T05:04:26.917316: step 966, loss 0.188356, acc 0.982422
2017-05-09T05:05:19.002645: step 967, loss 0.176859, acc 0.986328
2017-05-09T05:06:10.923253: step 968, loss 0.177276, acc 0.97168
2017-05-09T05:07:02.957862: step 969, loss 0.179786, acc 0.977539
2017-05-09T05:07:54.801608: step 970, loss 0.172528, acc 0.985352
2017-05-09T05:08:46.664499: step 971, loss 0.187745, acc 0.972656
2017-05-09T05:09:27.833632: step 972, loss 0.159881, acc 0.985185
2017-05-09T05:10:20.016363: step 973, loss 0.168456, acc 0.986328
2017-05-09T05:11:11.708009: step 974, loss 0.16672, acc 0.983398
2017-05-09T05:12:03.524118: step 975, loss 0.179697, acc 0.975586
2017-05-09T05:12:55.273244: step 976, loss 0.1798, acc 0.976562
2017-05-09T05:13:47.009473: step 977, loss 0.166184, acc 0.982422
2017-05-09T05:14:38.791515: step 978, loss 0.173267, acc 0.982422
2017-05-09T05:15:30.815334: step 979, loss 0.181683, acc 0.975586
2017-05-09T05:16:22.660761: step 980, loss 0.16194, acc 0.988281
2017-05-09T05:17:03.587298: step 981, loss 0.18768, acc 0.977778
2017-05-09T05:17:55.425535: step 982, loss 0.165597, acc 0.982422
2017-05-09T05:18:47.250220: step 983, loss 0.173477, acc 0.976562
2017-05-09T05:19:39.063089: step 984, loss 0.174385, acc 0.982422
2017-05-09T05:20:31.068678: step 985, loss 0.172651, acc 0.991211
2017-05-09T05:21:22.978584: step 986, loss 0.17457, acc 0.97168
2017-05-09T05:22:14.943980: step 987, loss 0.16587, acc 0.986328
2017-05-09T05:23:07.344352: step 988, loss 0.17301, acc 0.986328
2017-05-09T05:23:58.975364: step 989, loss 0.165654, acc 0.984375
2017-05-09T05:24:39.953901: step 990, loss 0.193331, acc 0.962963
2017-05-09T05:25:31.681635: step 991, loss 0.16993, acc 0.984375
2017-05-09T05:26:23.483756: step 992, loss 0.159015, acc 0.989258
2017-05-09T05:27:15.414490: step 993, loss 0.171418, acc 0.975586
2017-05-09T05:28:07.494116: step 994, loss 0.174273, acc 0.967773
2017-05-09T05:28:59.408593: step 995, loss 0.170149, acc 0.985352
2017-05-09T05:29:51.522925: step 996, loss 0.182512, acc 0.978516
2017-05-09T05:30:43.376877: step 997, loss 0.175855, acc 0.973633
2017-05-09T05:31:35.123805: step 998, loss 0.166538, acc 0.981445
2017-05-09T05:32:16.064293: step 999, loss 0.165854, acc 0.982716
2017-05-09T05:33:07.729126: step 1000, loss 0.168339, acc 0.982422

Evaluation:
2017-05-09T05:33:26.351186: step 1000, loss 0.598108, acc 0.761

2017-05-09T05:34:18.022633: step 1001, loss 0.160681, acc 0.988281
2017-05-09T05:35:09.941012: step 1002, loss 0.171288, acc 0.983398
2017-05-09T05:36:01.782994: step 1003, loss 0.162913, acc 0.982422
2017-05-09T05:36:53.579301: step 1004, loss 0.164423, acc 0.973633
2017-05-09T05:37:45.609503: step 1005, loss 0.158787, acc 0.987305
2017-05-09T05:38:37.686382: step 1006, loss 0.173412, acc 0.978516
2017-05-09T05:39:29.656973: step 1007, loss 0.159112, acc 0.982422
2017-05-09T05:40:10.906838: step 1008, loss 0.157055, acc 0.982716
2017-05-09T05:41:02.511244: step 1009, loss 0.166172, acc 0.980469
2017-05-09T05:41:54.280014: step 1010, loss 0.168515, acc 0.979492
2017-05-09T05:42:46.003829: step 1011, loss 0.167287, acc 0.986328
2017-05-09T05:43:37.716654: step 1012, loss 0.158461, acc 0.984375
2017-05-09T05:44:29.749361: step 1013, loss 0.155719, acc 0.987305
2017-05-09T05:45:21.465475: step 1014, loss 0.151812, acc 0.986328
2017-05-09T05:46:13.138536: step 1015, loss 0.16835, acc 0.978516
2017-05-09T05:47:04.784462: step 1016, loss 0.160298, acc 0.985352
2017-05-09T05:47:45.835047: step 1017, loss 0.144169, acc 0.987654
2017-05-09T05:48:37.589152: step 1018, loss 0.162317, acc 0.985352
2017-05-09T05:49:29.357052: step 1019, loss 0.147337, acc 0.995117
2017-05-09T05:50:21.408664: step 1020, loss 0.152497, acc 0.982422
2017-05-09T05:51:13.321621: step 1021, loss 0.16154, acc 0.975586
2017-05-09T05:52:05.037479: step 1022, loss 0.159272, acc 0.983398
2017-05-09T05:52:57.463628: step 1023, loss 0.159718, acc 0.983398
2017-05-09T05:53:49.350344: step 1024, loss 0.159009, acc 0.981445
2017-05-09T05:54:41.380534: step 1025, loss 0.157982, acc 0.979492
2017-05-09T05:55:22.238536: step 1026, loss 0.157994, acc 0.982716
2017-05-09T05:56:14.385983: step 1027, loss 0.151179, acc 0.985352
2017-05-09T05:57:06.587356: step 1028, loss 0.153402, acc 0.987305
2017-05-09T05:57:58.377351: step 1029, loss 0.154176, acc 0.991211
2017-05-09T05:58:50.305073: step 1030, loss 0.168161, acc 0.970703
2017-05-09T05:59:42.301694: step 1031, loss 0.148403, acc 0.986328
2017-05-09T06:00:33.930163: step 1032, loss 0.145049, acc 0.991211
2017-05-09T06:01:25.988259: step 1033, loss 0.154852, acc 0.984375
2017-05-09T06:02:17.949133: step 1034, loss 0.159211, acc 0.984375
2017-05-09T06:02:59.169696: step 1035, loss 0.154654, acc 0.990123
2017-05-09T06:03:51.469451: step 1036, loss 0.146736, acc 0.988281
2017-05-09T06:04:43.582501: step 1037, loss 0.16254, acc 0.979492
2017-05-09T06:05:35.509319: step 1038, loss 0.155259, acc 0.987305
2017-05-09T06:06:27.219727: step 1039, loss 0.158079, acc 0.990234
2017-05-09T06:07:19.269764: step 1040, loss 0.147499, acc 0.988281
2017-05-09T06:08:11.036233: step 1041, loss 0.153032, acc 0.972656
2017-05-09T06:09:02.633241: step 1042, loss 0.152575, acc 0.982422
2017-05-09T06:09:54.576463: step 1043, loss 0.158524, acc 0.993164
2017-05-09T06:10:35.526639: step 1044, loss 0.148459, acc 0.992593
2017-05-09T06:11:27.316185: step 1045, loss 0.148744, acc 0.978516
2017-05-09T06:12:19.456687: step 1046, loss 0.150708, acc 0.985352
2017-05-09T06:13:11.152926: step 1047, loss 0.144513, acc 0.988281
2017-05-09T06:14:02.943159: step 1048, loss 0.146493, acc 0.992188
2017-05-09T06:14:54.835314: step 1049, loss 0.157239, acc 0.978516
2017-05-09T06:15:46.742206: step 1050, loss 0.14516, acc 0.992188
2017-05-09T06:16:38.775583: step 1051, loss 0.144866, acc 0.990234
2017-05-09T06:17:30.656497: step 1052, loss 0.150931, acc 0.985352
2017-05-09T06:18:11.859321: step 1053, loss 0.141635, acc 0.987654
2017-05-09T06:19:03.796333: step 1054, loss 0.149359, acc 0.991211
2017-05-09T06:19:55.585374: step 1055, loss 0.137765, acc 0.993164
2017-05-09T06:20:47.342989: step 1056, loss 0.141713, acc 0.990234
2017-05-09T06:21:39.173665: step 1057, loss 0.151871, acc 0.983398
2017-05-09T06:22:30.980727: step 1058, loss 0.13328, acc 0.994141
2017-05-09T06:23:22.736622: step 1059, loss 0.148185, acc 0.990234
2017-05-09T06:24:14.438736: step 1060, loss 0.146194, acc 0.984375
2017-05-09T06:25:06.094791: step 1061, loss 0.145953, acc 0.994141
2017-05-09T06:25:47.121497: step 1062, loss 0.15761, acc 0.98642
2017-05-09T06:26:39.128331: step 1063, loss 0.147417, acc 0.983398
2017-05-09T06:27:30.698474: step 1064, loss 0.145257, acc 0.985352
2017-05-09T06:28:22.420983: step 1065, loss 0.145446, acc 0.990234
2017-05-09T06:29:14.300321: step 1066, loss 0.13732, acc 0.99707
2017-05-09T06:30:06.302578: step 1067, loss 0.144374, acc 0.979492
2017-05-09T06:30:58.255817: step 1068, loss 0.144985, acc 0.986328
2017-05-09T06:31:50.111587: step 1069, loss 0.142239, acc 0.993164
2017-05-09T06:32:41.797584: step 1070, loss 0.154853, acc 0.992188
2017-05-09T06:33:22.618294: step 1071, loss 0.14531, acc 0.983951
2017-05-09T06:34:14.678814: step 1072, loss 0.161719, acc 0.974609
2017-05-09T06:35:06.466521: step 1073, loss 0.149, acc 0.984375
2017-05-09T06:35:58.408430: step 1074, loss 0.139278, acc 0.993164
2017-05-09T06:36:50.144512: step 1075, loss 0.141296, acc 0.984375
2017-05-09T06:37:42.039370: step 1076, loss 0.136154, acc 0.979492
2017-05-09T06:38:33.936464: step 1077, loss 0.135811, acc 0.994141
2017-05-09T06:39:26.024375: step 1078, loss 0.137801, acc 0.990234
2017-05-09T06:40:17.799522: step 1079, loss 0.139896, acc 0.986328
2017-05-09T06:40:58.915003: step 1080, loss 0.144299, acc 0.980247
2017-05-09T06:41:51.088533: step 1081, loss 0.132628, acc 0.990234
2017-05-09T06:42:42.900272: step 1082, loss 0.130245, acc 0.994141
2017-05-09T06:43:35.072140: step 1083, loss 0.138955, acc 0.985352
2017-05-09T06:44:26.973672: step 1084, loss 0.151774, acc 0.984375
2017-05-09T06:45:18.682706: step 1085, loss 0.137183, acc 0.991211
2017-05-09T06:46:10.531810: step 1086, loss 0.14212, acc 0.994141
2017-05-09T06:47:02.371653: step 1087, loss 0.134974, acc 0.983398
2017-05-09T06:47:54.394305: step 1088, loss 0.138908, acc 0.989258
2017-05-09T06:48:35.477578: step 1089, loss 0.131982, acc 0.995062
2017-05-09T06:49:27.359502: step 1090, loss 0.136728, acc 0.990234
2017-05-09T06:50:19.572350: step 1091, loss 0.128792, acc 0.993164
2017-05-09T06:51:11.643945: step 1092, loss 0.132246, acc 0.990234
2017-05-09T06:52:03.455186: step 1093, loss 0.142351, acc 0.986328
2017-05-09T06:52:55.189558: step 1094, loss 0.142796, acc 0.982422
2017-05-09T06:53:46.999114: step 1095, loss 0.134797, acc 0.993164
2017-05-09T06:54:39.206672: step 1096, loss 0.137653, acc 0.989258
2017-05-09T06:55:30.871467: step 1097, loss 0.137019, acc 0.993164
2017-05-09T06:56:11.811352: step 1098, loss 0.122071, acc 0.991358
2017-05-09T06:57:03.821613: step 1099, loss 0.133092, acc 0.988281
2017-05-09T06:57:55.587611: step 1100, loss 0.132921, acc 0.993164

Evaluation:
2017-05-09T06:58:14.239760: step 1100, loss 0.61311, acc 0.755

2017-05-09T06:59:06.422137: step 1101, loss 0.132564, acc 0.995117
2017-05-09T06:59:58.213814: step 1102, loss 0.123492, acc 0.992188
2017-05-09T07:00:50.260740: step 1103, loss 0.135505, acc 0.990234
2017-05-09T07:01:42.290325: step 1104, loss 0.141322, acc 0.985352
